ASIN,Bağlantı Türü,Bellek Teknolojisi,Bilgisayar Bellek Türü,Desteklenen Maksimum Bellek,Ekran Boyutu,Ekran Kartı Arayüzü,Ekran Kartı Açıklaması,Form Faktör,Grafik RAM Türü,Grafik İşlemci Üreticisi,Lityum Batarya Enerji İçeriği,Lityum Batarya Paketi,Lityum İyon Hücre Sayısı,Marka,Optik Sürücü Türü,Ortalama Pil Ömrü (saat),Paket Boyutları,Piller Dahil mi?,Piller:,Price,RAM Boyutu,Sabit Disk Açıklaması,Score,Seri,USB 3.0 Bağlantı Noktası Sayısı,Çözünürlük,Üretici,Ürün Ağırlığı,İşlemci Hızı,İşlemci Markası,İşlemci Sayısı,İşlemci Türü,İşletim Sistemi,Grafik Yardımcı İşlemcisi,Renk,Sabit Sürücü Arabirimi,Sabit Sürücü Boyutu,USB 2.0 Bağlantı Noktası Sayısı,Ürün Boyutları,Donanım Platformu,Ekran Kartı Bellek Boyutu,Ürün Model Numarası,HDMI Bağlantı Noktası Sayısı,Kablosuz Türü,Bellek Saat Hızı,Üretici Artık Üretmiyor,Donanım Arayüzü,Ekran Teknolojisi,Ortalama Pil Ömrü,RAM Bellek Teknolojisi,Model,Lityum Batarya Ağırlığı
B08P3WG6DN,Wifi,,DDR4 SDRAM,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,9529.0,32.0,,,,,1920x1080,Lenovo,,,AMD,,,,,,,,,,,,,,,,,,LED,,DDR4,,
B08P3WFF3H,"Bluetooth, USB, Ethernet, HDMI, Mini DisplayPort",,,,,,,,,,,,,Lenovo,,,,,,31979.0,32.0,SSD,,,,1920x1080,Lenovo,,,Intel,,,Windows 10 Pro,,,Thunderbolt 3,,,,,,,,"Bluetooth, Kızılötesi",,,"MicroSD, Bluetooth, Güvenli Dijital Kart, USB, DisplayPort, Ethernet, HDMI, Kızılötesi, Thunderbolt, USB-C",LED,,"DDR4, SO-DIMM",,
B08P3WDZ93,USB,,DDR4 SDRAM,,14,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,10179.0,32.0,,,,,1920x1080,Lenovo,,,Intel,,,,,,,,,,,,,,,,,USB-C,LED,,DDR4,,
B08P3WBW4S,,,DDR4 SDRAM,,14,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,7829.0,8.0,SSD,,,,1920x1080,Lenovo,,,Intel,,,,,,Solid State,,,,,,,,,,,,LED,,DDR4,,
B08P3W9VD4,USB,,DDR4 SDRAM,,14,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,8729.0,8.0,,,,,1920x1080,Lenovo,,,Intel,,,Windows 10 Pro,,,,,,,,,,,,,,USB-C,LED,,DDR4,,
B08P3W7TQG,Bluetooth,,DDR4 SDRAM,,15.6,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,6079.0,12.0,SSD,,,,1920x1080,Lenovo,,,,4.0,,,AMD Radeon Vega 8,,Solid State,,,,,,,,"Bluetooth, 801.11ac",,,Bluetooth,LED,6.0,DDR4,,
B08P3W7BZ8,,,,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,12179.0,24.0,,,,,,Lenovo,,,,,,,,,,,,,,,,,Kızılötesi,,,Kızılötesi,LED,12.0,,,
B08P3W3LB2,USB,,DDR4 SDRAM,,14,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,9529.0,16.0,,,,,1920x1080,Lenovo,,,Intel,,,Windows 10 Pro,,,,,,,,,,,,,,USB-C,LED,,DDR4,,
B08P3W2Y6X,Bluetooth,,DDR4 SDRAM,,15.6,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,5829.0,12.0,SSD,,,,1920x1080,Lenovo,,,,,,,AMD Radeon Vega 8,,Solid State,,,,,,,,"Bluetooth, 801.11ac",,,Bluetooth,LED,6.0,DDR4,,
B08P3W2F2K,Bluetooth,,DDR4 SDRAM,,15.6,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,5829.0,12.0,SSD,,,,1920x1080,Lenovo,,,,,,,AMD Radeon Vega 8,,Solid State,,,,,,,,"Bluetooth, 801.11ac",,,Bluetooth,LED,9.0,DDR4,,
B08P3W1BTM,Wifi,,,,,,,,,,,,,Lenovo,,,,,,30006.0,64.0,SSD,,,,3840x2160,Lenovo,,,,8.0,,,,,Solid State,,,,,,,,,,,,LED,17.0,,,
B08P3VY16X,,,DDR4 SDRAM,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,8329.0,8.0,,,,,1920x1080,Lenovo,,,AMD,,,,,,,,,,,,,,,,,,LED,,DDR4,,
B08P3VWQF5,,,,,,,Intel UHD Grafik,"Dizüstü Bilgisayar, 2'si 1 Arada",,,,,,Lenovo,,,,,,12829.0,8.0,,,,,,Lenovo,,,,,,Windows 10,,,,,,,,,,,,,,Kızılötesi,,,,,
B08P3VWF1N,USB,,DDR4 SDRAM,,14,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,9729.0,8.0,,,,,1920x1080,Lenovo,,,Intel,,,Windows 10 Pro,,,,,,,,,,,,,,USB-C,LED,6.0,DDR4,,
B08P3VVWX3,Bluetooth,,DDR4 SDRAM,,15.6,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,6879.0,,"SSD, HDD",,,,1920x1080,Lenovo,,,,,,,AMD Radeon Vega 8,,Solid State,,,,,,,,"Bluetooth, 801.11ac",,,Bluetooth,LED,6.0,DDR4,,
B08P3VTW68,USB,,DDR4 SDRAM,,14,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,9729.0,32.0,SSD,,,,1920x1080,Lenovo,,,Intel,4.0,,Windows 10 Pro,,,,,,,,,,,,,,USB-C,LED,,DDR4,,
B08P3VT9GQ,Bluetooth,,DDR4 SDRAM,,15.6,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,6679.0,12.0,SSD,,,,1920x1080,Lenovo,,,,,,,AMD Radeon Vega 8,,Solid State,,,,,,,,"Bluetooth, 801.11ac",,,Bluetooth,LED,6.0,DDR4,,
B08P3VSG53,USB,,DDR4 SDRAM,,14,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,10029.0,16.0,,,,,1920x1080,Lenovo,,,Intel,4.0,,Windows 10 Pro,,,,,,,,,,,,,,USB-C,LED,,DDR4,,
B08P3VRNBD,,,,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,24479.0,16.0,SSD,,,,,Lenovo,1.7,,,8.0,,,,,Solid State,,,,,,,,,,,,LED,,,,
B08P3VRMQP,,,,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,25129.0,32.0,SSD,,,,,Lenovo,1.7,,,8.0,,,,,Solid State,,,,,,,,,,,,LED,,,,
B08P3VRLYS,"Bluetooth, USB, Ethernet, HDMI, Mini DisplayPort",,,,,,,,,,,,,Lenovo,,,,,,27629.0,32.0,SSD,,,,1920x1080,Lenovo,,,Intel,,,Windows 10 Pro,,,Thunderbolt 3,,,,,,,,"Bluetooth, Kızılötesi",,,"MicroSD, Bluetooth, Güvenli Dijital Kart, USB, DisplayPort, Ethernet, HDMI, Kızılötesi, Thunderbolt, USB-C",LED,,"DDR4, SO-DIMM",,
B08P3VR6ZQ,,,,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,26179.0,32.0,SSD,,,,,Lenovo,1.7,,,,,,,,Solid State,,,,,,,,,,,,LED,,,,
B08P3VR14S,,,,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,28279.0,64.0,SSD,,,,,Lenovo,1.7,,,8.0,,,,,Solid State,,,,,,,,,,,,LED,,,,
B08P3VQDWP,Wifi,,,,,,,,,,,,,Lenovo,,,,,,54229.0,32.0,SSD,,,,3840x2160,Lenovo,,,,8.0,,,,,Solid State,,,,,,,,,,,,,17.0,,,
B08P3VMP8Y,USB,,,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,9629.0,8.0,,,,,,Lenovo,,,,,,,,,,,,,,,,,,,,USB-C,LED,12.0,,,
B08P3VKMPC,,,DDR4 SDRAM,,14,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,7829.0,32.0,SSD,,,,1920x1080,Lenovo,,,Intel,,,,,,Solid State,,,,,,,,,,,,LED,,DDR4,,
B08P3VKFV5,,,,,,,AMD Radeon Vega 8,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,8079.0,8.0,SSD,,,,,Lenovo,,,AMD,,,,,,,,,,,,,,,,,,LED,,,,
B08P3VHSRK,Bluetooth,,DDR4 SDRAM,,15.6,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,7279.0,,"SSD, HDD",,,,1920x1080,Lenovo,,,,,,,AMD Radeon Vega 8,,Solid State,1000.0,,,,,,,"Bluetooth, 801.11ac",,,Bluetooth,LED,6.0,DDR4,,
B08P3VGKFD,,,,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,8429.0,8.0,,,,,,Lenovo,,,AMD,,,,,,,,,,,,,,,,,,LED,,,,
B08P3VFY72,,,,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,12379.0,16.0,,,,,,Lenovo,,,AMD,,,,,,,,,,,,,,Kızılötesi,,,Kızılötesi,,,,,
B08P3VFRTQ,,,,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,13229.0,,,,,,,Lenovo,,,,,,,,,,,,,,,,,Kızılötesi,,,Kızılötesi,LED,12.0,,,
B08P3VFPD5,Wifi,,DDR4 SDRAM,,15.6,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,6129.0,,SSD,,,,1920x1080,Lenovo,,,,,,,AMD Radeon Vega 8,,Solid State,,,,,,,,"Bluetooth, 801.11ac",,,Bluetooth,LED,6.0,DDR4,,
B08P3VCDRN,Wifi,,,,15.6,,,,,,,,,Lenovo,,,,,,20479.0,16.0,,,,,1920x1080,Lenovo,,,,6.0,,Windows 10 Pro,,,,,,,,,,,,,,,LED,16.5,,,
B08P3VC8YL,Bluetooth,,DDR4 SDRAM,,15.6,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,6329.0,12.0,"SSD, HDD",,,,1920x1080,Lenovo,,,,,,,AMD Radeon Vega 8,,Solid State,1000.0,,,,,,,"Bluetooth, 801.11ac",,,Bluetooth,LED,6.0,DDR4,,
B08P3VBNBW,Wifi,,DDR4 SDRAM,,15.6,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,6979.0,,SSD,,,,1920x1080,Lenovo,,,,,,,AMD Radeon Vega 8,,Solid State,,,,,,,,"Bluetooth, 801.11ac",,,Bluetooth,LED,6.0,DDR4,,
B08P3VBGXX,,,DDR4 SDRAM,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,7829.0,8.0,,,,,1920x1080,Lenovo,,,AMD,,,,,,,,,,,,,,,,,,LED,,DDR4,,
B08P3V8YP7,Wifi,,DDR4 SDRAM,,14,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,9029.0,16.0,,,,,1920x1080,Lenovo,,,Intel,,,Windows 10 Pro,,,,,,,,,,,,,,USB-C,LED,,DDR4,,
B08P3V85RV,"Bluetooth, USB, Ethernet, Mini DisplayPort, HDMI",,,,,,,,,,,,,Lenovo,,,,,,28279.0,64.0,SSD,,,,1920x1080,Lenovo,,,Intel,,,Windows 10 Pro,,,Thunderbolt 3,,,,,,,,"Bluetooth, Kızılötesi",,,"MicroSD, Bluetooth, Güvenli Dijital Kart, USB, DisplayPort, Ethernet, HDMI, Kızılötesi, Thunderbolt, USB-C",LED,,"DDR4, SO-DIMM",,
B08P3V7XH3,,,,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,12429.0,16.0,,,,,,Lenovo,,,,,,,,,,,,,,,,,Kızılötesi,,,Kızılötesi,LED,12.0,,,
B08P3V56NS,Bluetooth,,DDR4 SDRAM,,15.6,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,7229.0,12.0,"SSD, HDD",,,,1920x1080,Lenovo,,,,,,,AMD Radeon Vega 8,,Solid State,,,,,,,,"Bluetooth, 801.11ac",,,Bluetooth,LED,6.0,DDR4,,
B08P3V54TZ,,,,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,11829.0,24.0,SSD,,,,,Lenovo,,,,,,,,,,,,,,,,,Kızılötesi,,,Kızılötesi,LED,12.0,,,
B08P3V3N42,,,,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,25679.0,16.0,SSD,,,,,Lenovo,1.7,,,8.0,,,,,Solid State,,,,,,,,,,,,LED,,,,
B08P3TZFFC,Wifi,,,,15.6,,,,,,,,,Lenovo,,,,,,22399.0,64.0,,,,,1920x1080,Lenovo,,,,6.0,,Windows 10 Pro,,,,,,,,,,,,,,,,16.5,,,
B08P3TXPXS,USB,,DDR4 SDRAM,,14,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,9229.0,8.0,,,,,1920x1080,Lenovo,,,Intel,,,Windows 10 Pro,,,,,,,,,,,,,,USB-C,LED,,DDR4,,
B08P3TXGCX,USB,,DDR4 SDRAM,,14,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,10679.0,32.0,,,,,1920x1080,Lenovo,,,Intel,,,Windows 10 Pro,,,,,,,,,,,,,,USB-C,LED,,DDR4,,
B08P3TWNZG,USB,,DDR4 SDRAM,,14,,Intel UHD Grafik 620,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,9229.0,8.0,,,,,1920x1080,Lenovo,,,Intel,,,Windows 10 Pro,,,,,,,,,,,,,,USB-C,LED,,DDR4,,
B08P3TW1BR,Wifi,,,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,10129.0,8.0,SSD,,,,,Lenovo,,,,,,Windows 10,,,,,,,,,,,,,,Kızılötesi,,,,,
B08P3TVK5X,Wifi,,,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,8979.0,8.0,,,,,,Lenovo,,,Intel,,,Windows 10,,,,,,,,,,,,,,Kızılötesi,,,,,
B08P3TV51V,Wifi,,,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,9429.0,8.0,,,,,,Lenovo,,,,,,Windows 10,,,,,,,,,,,,,,Kızılötesi,,,,,
B08P3TSQPM,"Bluetooth, USB, Ethernet, Mini DisplayPort, HDMI",,,,,,,,,,,,,Lenovo,,,,,,24799.0,32.0,SSD,,,,1920x1080,Lenovo,,,Intel,,,Windows 10 Pro,,,Thunderbolt 3,,,,,,,,"Bluetooth, Kızılötesi",,,"MicroSD, Bluetooth, Güvenli Dijital Kart, USB, DisplayPort, Ethernet, HDMI, Kızılötesi, Thunderbolt, USB-C",LED,,"DDR4, SO-DIMM",,
B08P3TLW6C,,,,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,8929.0,8.0,,,,,,Lenovo,,,AMD,4.0,,,,,,,,,,,,,,,,,LED,,,,
B08P3TJBSS,,,,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,26729.0,64.0,SSD,,,,,Lenovo,1.7,,,8.0,,,,,Solid State,,,,,,,,,,,,LED,,,,
B08P3TDPNP,,,,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,26729.0,16.0,SSD,,,,,Lenovo,1.7,,,,,,,,Solid State,,,,,,,,,,,,LED,,,,
B08P3TD541,,,,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,11679.0,8.0,,,,,,Lenovo,,,,,,,,,,,,,,,,,Kızılötesi,,,Kızılötesi,LED,12.0,,,
B08P3T9XMH,USB,,DDR4 SDRAM,,14,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,8629.0,16.0,SSD,,,,1920x1080,Lenovo,4.0,,Intel,,,Windows 10 Pro,,,,,,,,,,,,,,USB-C,LED,,DDR4,,
B08P3T9LB4,Wifi,,DDR4 SDRAM,,15.6,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,6529.0,8.0,SSD,,,,1920x1080,Lenovo,,,,,,,AMD Radeon Vega 8,,Solid State,,,,,,,,"Bluetooth, 801.11ac",,,Bluetooth,LED,6.0,DDR4,,
B08P3T9L8R,,,,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,11279.0,8.0,SSD,,,,,Lenovo,,,,,,,,,,,,,,,,,Kızılötesi,,,Kızılötesi,LED,12.0,,,
B08P3T8T5N,,,,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,25579.0,32.0,SSD,,,,,Lenovo,1.7,,,8.0,,,,,Solid State,,,,,,,,,,,,LED,,,,
B08P3T6Y3V,,,,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,28729.0,64.0,SSD,,,,,Lenovo,1.7,,Intel,,,,,,Solid State,,,,,,,,,,,,LED,,,,
B08P3T656R,,,,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,12129.0,8.0,,,,,,Lenovo,,,,,,,,,,,,,,,,,Kızılötesi,,,Kızılötesi,LED,12.0,,,
B08P3T224N,,,,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,12679.0,24.0,,,,,,Lenovo,,,,,,,,,,,,,,,,,Kızılötesi,,,Kızılötesi,LED,12.0,,,
B08P3SQV8C,,,DDR4 SDRAM,,14,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,9029.0,64.0,SSD,,,,1920x1080,Lenovo,,,AMD,,,,,,Solid State,,,,,,,,,,,,LED,,DDR4,,
B08P3QV5D7,,,,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,10329.0,8.0,,,,,,Lenovo,,,AMD,,,,,,,,,,,,,,Kızılötesi,,,Kızılötesi,,,,,
B08P3QS3H4,,,,,,,,"Dizüstü Bilgisayar, 2'si 1 Arada",,,,,,Lenovo,,,,,,11979.0,8.0,SSD,,,,,Lenovo,,,,,,Windows 10,,,,,,,,,,,,,,Kızılötesi,,,,,
B08P3QP6QL,"Bluetooth, USB, Ethernet, Mini DisplayPort, HDMI",,,,,,,,,,,,,Lenovo,,,,,,33179.0,32.0,SSD,,,,1920x1080,Lenovo,,,Intel,,,Windows 10 Pro,,,Thunderbolt 3,,,,,,,,"Bluetooth, Kızılötesi",,,"MicroSD, Bluetooth, Güvenli Dijital Kart, USB, DisplayPort, Ethernet, HDMI, Kızılötesi, Thunderbolt, USB-C",LED,,"DDR4, SO-DIMM",,
B08P3PG8Y2,Wifi,,DDR4 SDRAM,,15.6,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,6629.0,12.0,"SSD, HDD",,,,1920x1080,Lenovo,,,,,,,AMD Radeon Vega 8,,Solid State,,,,,,,,"Bluetooth, 801.11ac",,,Bluetooth,LED,6.0,DDR4,,
B08P2BH7HD,,,DDR DRAM,,,,,,,,,,,,,5.0,,,,17111.0,16.0,SSD,,,,,Excalibur,,2.6,Intel,1.0,Core i7,DOS,,,,2000.0,,,PC,,,,,,,,,,,,
B08P2B3SPY,,,DDR DRAM,,,,,,,,,,,,,,,,,16295.0,8.0,SSD,,,,,Excalibur,2.0,2.6,Intel,1.0,Intel Core i7,DOS,,,,1000.0,,,PC,,,,,,,,,,,,
B08P24CR57,,,DRAM,,,,,,,,,,,,,,,,,23279.0,32.0,SSD,,,,,Excalibur,,5.0,Intel,1.0,Core i7,DOS,,,,2000.0,,,Dos,,,,,,,,,,,,
B08P23L23K,,,DRAM,,,,,,,,,,,,,,,,,20399.0,16.0,SSD,,,,,Excalibur,,5.0,Intel,1.0,Intel Core i7,DOS,,,,500.0,,,Dos,6.0,,,,,,,,,,,
B08P23BN73,,,DRAM,,,,,,,,,,,,,,,,,20399.0,16.0,SSD,,,,,Excalibur,,5.0,Intel,1.0,Intel Core i7,DOS,,,,500.0,,,Windows,,,,,,,,,,,,
B08P21Q2BF,,,DDR SDRAM,,,,Nvidia GeForce RTX,,,,,,,,,,,,,18839.0,32.0,SSD,,,,,Excalibur,,5.0,Intel,1.0,Intel Core i7,DOS,,,,2000.0,,,Windows,,,,,,,,,,,,
B08P21F54P,,,DDR SDRAM,,,,Nvidia GeForce RTX,,,,,,,,,,,,,21599.0,32.0,SSD,,,,,Excalibur,,5.0,Intel,1.0,Intel Core i7,DOS,,,,1500.0,,,Windows,,,,,,,,,,,,
B08P1ZV74N,,,DRAM,,,,,,,,,,,,,,,,,13619.0,16.0,SSD,,,,,Excalibur,2.0,5.0,Intel,1.0,Intel Core i7,DOS,,,,1000.0,,,Windows,,,,,,,,,,,,
B08P1ZNVRR,,,DRAM,,,,,,,,,,,,,5.0,,,,15999.0,16.0,SSD,,,,,Excalibur,,5.0,Intel,1.0,Intel Core i7,DOS,,,,500.0,,,Android,,,,,,,,,,,,
B08NW3ZMQ3,"Bluetooth, Wi_fi",DDR4,DDR4 SDRAM,32.0,14,PCI-E,MX 350,Taşınabilir,GDDR5,NVIDIA,52.0,Cihazın içinde pil vardır.,3.0,Msi,Yok,52.0,48.2 x 31.2 x 8.2 cm; 1.3 Kilogram,Evet,3 Lityum polimer pil gereklidir. (piller ürüne dahildir),9355.0,,SSD,,MODERN 14 B10RBSW-269TR,1.0,1920x1080,MSI COMPUTER,1.3,1.6,Intel,1.0,Core i5-10210U,Windows 10 Home,NVIDIA GeForce MX350,,Solid State,512.0,2.0,,,2.0,MODERN 14 B10RBSW-269TR,,"802.11a/b/g/n/ac, Bluetooth",3200.0,,,,,,,
B08NW3T3SG,"Bluetooth, Wi_fi",DDR4,DDR4 SDRAM,32.0,14,PCI-E,MX 350,Taşınabilir,GDDR5,NVIDIA,52.0,Cihazın içinde pil vardır.,3.0,Msi,Yok,52.0,35 x 26 x 2 cm; 1.3 Kilogram,Evet,3 Lityum polimer pil gereklidir. (piller ürüne dahildir),9169.0,,SSD,,MODERN 14 B10RBSW-268XTR,1.0,1920x1080,MSI COMPUTER,1.3,1.6,Intel,1.0,Core i5-10210U,FreeDOS,NVIDIA GeForce MX350,,Solid State,256.0,2.0,,,2.0,MODERN 14 B10RBSW-268XTR,,"802.11a/b/g/n/ac, Bluetooth",3200.0,,,,,,,
B08NGQZYMQ,,DDR4,,8.0,13,Tümleşik,Diğer,Dizüstü Bilgisayar,Shared,Apple,49.9,Cihazın içinde pil vardır.,,Apple,Yok,,32.2 x 23 x 7.6 cm; 2.12 Kilogram,,,12810.0,512.0,SSD,,MacBook Air,1.0,,Apple Computer,2.12,3.5,Apple,2.0,,OS X 10.10 Yosemite,,Altın rengi,SCSI,512.0,1.0,,,,,,,,,,,,,,
B08NGQZ9NM,,DDR4,,8.0,13,Tümleşik,Diğer,,Shared,Apple,49.9,Cihazın içinde pil vardır.,,Apple,Yok,,32.4 x 23.2 x 7.4 cm; 2.14 Kilogram,,,12810.0,512.0,SSD,,MacBook Air,1.0,,Apple Computer,2.14,3.5,Apple,2.0,,OS X 10.10 Yosemite,,,SCSI,512.0,1.0,,,,,,,,,,,,,,
B08NCCQRTF,"Bluetooth, Wi_fi",LPDDR4,DDR4 SDRAM,64.0,15.6,PCI-E,MX350,Dizüstü Bilgisayar,GDDR5,NVIDIA,,Cihazın içinde pil vardır.,3.0,Msi,Yok,,52.8 x 31.2 x 8.8 cm; 1.6 Kilogram,Evet,3 Lityum polimer pil gereklidir. (piller ürüne dahildir),9841.0,,SSD,,MODERN 15 A10RBS-459XTR,1.0,1920x1080,MSI COMPUTER,1.6,1.6,Intel,1.0,Core i5-10210U,FreeDOS,Nvidia MX350,,,,,,,2.0,,,802.11a/b/g/n/ac,3200.0,,,,,,,
B08N526Y4Z,,,DDR3 SDRAM,,,,,,,,,,,,,10.0,,,,3550.0,64.0,EMMC,,,,,UNITEX TECHNOLOHY CO. LIMITED,,2.4,Intel,2.0,Celeron N3350,Windows 10,,Black,,64.0,,,PC,,,,,,,,,,,,
B08MW8QBYM,,,DDR4 SDRAM,64.0,,Tümleşik,Integriert,,DDR4 SDRAM,Intel,,,,HP,Yok,,17.7 x 17.5 x 3.4 cm; 6.5 gram,,,5276.0,8.0,,,HP 260 G4,,,Hewlett Packard,6.5,,Intel,1.0,,Windows 10 Pro,,,PCIE x 8,256.0,2.0,,,,23H27EA,,,,,,,,,,
B08MW8FMF2,,,DDR4 SDRAM,64.0,,Tümleşik,Integriert,,DDR4 SDRAM,Intel,,,,HP,Yok,,17.7 x 17.5 x 3.4 cm; 6.5 gram,,,4419.0,8.0,,,HP 260 G4,,,Hewlett Packard,6.5,,Intel,1.0,,Windows 10 Pro,,,PCIE x 8,256.0,2.0,,,,23H14EA,,,,,,,,,,
B08L3TGXT1,"Bluetooth, Wi_fi",So_dimm,DDR4 SDRAM,64.0,17.3,PCI-Express x16,Diğer,Dizüstü,GDDR6,NVIDIA,82.0,Cihazın içinde pil vardır.,4.0,Msi,Yok,,,Evet,4 Lityum polimer pil gereklidir. (piller ürüne dahildir),48508.0,,SSD,,WS75 10TM-807TR,4.0,3840x2160,MSI COMPUTER,2.5,2.4,Intel,1.0,Core i9,Windows 10 Pro,,Gri,Solid State,1000.0,,25.94 x 39.6 x 2.02 cm; 2.5 Kilogram,PC,16.0,WS75,,802.11a/b/g/n/ac,2666.0,,,,,,,
B08KT2CKSM,Wi-Fi,,,,13.3,,,"Kompakt, Dönüştürülebilir",,,,,,HP,,,,,,14177.0,16.0,SSD,,,,,HP,,,,6.0,,,,,Solid State,,,,,,,,,,,,,,,,
B08KHLGFW9,,,,4.0,13.3 Santimetre,Tümleşik,GTX 1650 Max-Q,,GDDR6,NVIDIA,53.1,,,Razer,Yok,6.0,38.5 x 33 x 8.8 cm; 2.84 Kilogram,Evet,,17930.0,512.0,,,Stealth 13,,1920x1080,Razer Inc.,2.84,,Intel,1.0,,Windows 10 Home,,,,,2.0,,,,Blade Stealth 13 FHD-120Hz-Parent,,,,,,,,,,
B08KH2Q1FG,"Bluetooth, Wi-Fi",DDR4,DDR4 SDRAM,,15.6,PCI-E,Paylaşımsız,Dizüstü Bilgisayar,,NVIDIA,48.0,Cihazın içinde pil vardır.,3.0,,,,,Evet,1 Lityum İyon pil gereklidir. (piller ürüne dahildir),9820.0,8.0,SSD,,,,1920x1080,Asus,2.2,2.6,Intel,6.0,Corei7-9750H,Windows 10 Home,,Siyah,Solid State,512.0,1.0,36.07 x 26.16 x 2.59 cm; 2.2 Kilogram,Windows,4.0,FX505GT-AB73,,"Bluetooth, 802.11ac",2666.0,,,,,,,0.85
B08JZGS522,Wi-Fi,,,,14,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,10487.0,16.0,SSD,,,,,Lenovo,,,Intel,,,,,,Solid State,,,,,,,,,,,,,,,,
B08JGS6JGQ,"USB, HDMI",,DDR4 SDRAM,,,,,Kompakt,,,,,,Dell,,,,,,24243.0,16.0,SSD,,,,,Dell Computers,,,Intel,,,,,,Thunderbolt 3,256.0,,,,,,,,,,"USB, HDMI, Thunderbolt",OLED,6.0,DDR4,,
B08JGNZLB3,"USB, HDMI",,,,,,,,,,,,,Dell,,,,,,28329.0,64.0,SSD,,,,,Dell Computers,,,Intel,,,Linux,,,Solid State,,,,,,,,,,,"USB, HDMI, Thunderbolt, USB-C",LED,,,,
B08JGKC9RY,"USB, HDMI",,DDR4 SDRAM,,,,Nvidia Quadro T1000,Kompakt,,,,,,Dell,,,,,,16999.0,8.0,SSD,,,,,Dell Computers,,,Intel,,,Windows 10,,,Thunderbolt 3,,,,,,,,,,,"USB, HDMI, Thunderbolt",OLED,,DDR4,,
B08JGK87HV,"USB, HDMI",,,,,,,,,,,,,Dell,,,,,,25879.0,32.0,SSD,,,,,Dell Computers,,,Intel,,,Linux,,,Solid State,,,,,,,,,,,"USB, HDMI, Thunderbolt, USB-C",LED,,,,
