ASIN,Ekran Boyutu,Form Faktör,Grafik Yardımcı İşlemcisi,Grafik İşlemci Üreticisi,Marka,Paket Boyutları,Price,RAM Boyutu,Renk,Sabit Disk Açıklaması,Sabit Sürücü Arabirimi,Score,Üretici,Ürün Ağırlığı,İşlemci Markası,Bağlantı Türü,Bellek Teknolojisi,Bilgisayar Bellek Türü,Desteklenen Maksimum Bellek,Ekran Kartı Arayüzü,Ekran Kartı Açıklaması,Grafik RAM Türü,Lityum Batarya Enerji İçeriği,Lityum Batarya Paketi,Lityum İyon Hücre Sayısı,Optik Sürücü Türü,Ortalama Pil Ömrü (saat),Piller Dahil mi?,Piller:,Seri,USB 3.0 Bağlantı Noktası Sayısı,Çözünürlük,İşlemci Hızı,İşlemci Sayısı,İşlemci Türü,İşletim Sistemi,Lityum Batarya Ağırlığı,Lityum Metal Hücre Sayısı,Sabit Sürücü Boyutu,USB 2.0 Bağlantı Noktası Sayısı,Ürün Model Numarası,Donanım Platformu,Ekran Kartı Bellek Boyutu,Ürün Boyutları,Kablosuz Türü,Bellek Saat Hızı,Ekran Çözünürlüğü,Üretici Artık Üretmiyor,HDMI Bağlantı Noktası Sayısı,Ekran Teknolojisi,RAM Bellek Teknolojisi,Önemli Özellikler,İnsan Arayüz Girdisi,Üretici Referansı,Audio Details,Voltaj,Watt Değeri,Donanım Arayüzü,Ortalama Pil Ömrü,Yüklü Flash Belleğin Boyutu,Dizüstü Bilgisayar Ekran Teknolojisi,Ek Sürücüler,Dahili Hafıza,Average Battery Standby Life (in hours),Front Webcam Resolution,Model,Parça Numarası,Pil Gerekli,Piller Dahil,Sıvı Madde İçerir,Bağlantı Noktası Sayısı,Model Year,Otomatik Odaklama Var,Programlanabilir Düğmeler,USB Bağlantı Noktası Sayısı,Yatay Çözünürlük,Klavye Dili ve Düzeni,Sabit Disk Dönüş Hızı,Cihaz Türü,İşlemci Yuvası,Pil Hücre Bileşimi,Rear Webcam Resolution,Adet,Model Adı,Şarj Edilebilir Pil Dahil,Dijital Depolama Kapasitesi,Renkli Ekran,En-Boy Oranı,Yanıt Süresi,Bluetooth Teknolojisini Destekler,Hücresel Teknoloji,Lityum Batarya Voltajı,Battery Charge Time (in hours),Uzaktan Kumanda Dahil,Hoparlör Çıkış Kanalı Sayısı,Desteklenen Yazılımlar,Pil Açıklaması,Mikrofon Bağlantı Noktası Sayısı,Kart Okuyucu,Dil:,Güç Kaynağı,Model Numarası,Üretici Parça Numarası
B08P3XMBJC,,Dizüstü Bilgisayar,,,Lenovo,,"₺12.429,00",,,Katı Hal Sürücüsü (SSD),,,Lenovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kızılötesi,,,,,LED,,,,,,,,Kızılötesi,12 Saat,,,,,,,,,,,,,,,,,,,,Notebook,,,,,,,,,,,,,,,,,,,,,,,,
B08P3XGTRW,,Dizüstü Bilgisayar,,,Lenovo,,"₺8.679,00",32 GB,,Katı Hal Sürücüsü (SSD),,,Lenovo,,AMD,,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,,,,,,,,,,,,,,,LED,DDR4,Dokunmatik Ekran,Dokunmatik Ekran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3XGFKR,,Dizüstü Bilgisayar,,,Lenovo,,"₺11.229,00",8 GB,,,,,Lenovo,,Intel,Wifi,,,,,,,,,,,,,,,,,,,,Windows 10,,,,,,,,,,,,,,,,,Mikrofon,,,,,Kızılötesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3XGBKV,,Dizüstü Bilgisayar,,,Lenovo,,"₺26.629,00",32 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Lenovo,1.7 Kilogram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED,,Dokunmatik Ekran,Dokunmatik Ekran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3XFNGS,,Dizüstü Bilgisayar,,,Lenovo,,"₺10.379,00",,,,,,Lenovo,,,USB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED,,,,,,,,USB-C,12 Saat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3XD7NG,,Dizüstü Bilgisayar,,,Lenovo,,"₺8.729,00",32 GB,,,,,Lenovo,,AMD,,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,,,,,,,,,,,,,,,LED,DDR4,Dokunmatik Ekran,Dokunmatik Ekran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3XCZWV,14 İnç,Dizüstü Bilgisayar,,,Lenovo,,"₺9.229,00",32 GB,,Katı Hal Sürücüsü (SSD),,,Lenovo,,Intel,USB,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,Windows 10 Pro,,,,,,,,,,,,,,LED,DDR4,,Mikrofon,,,,,USB-C,,256 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3XCWKY,,Dizüstü Bilgisayar,,,Lenovo,,"₺8.929,00",16 GB,,,,,Lenovo,,Intel,,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,,,,,,,,,,,,,,,LED,DDR4,Dokunmatik Ekran,Dokunmatik Ekran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3XC8B4,14 İnç,Dizüstü Bilgisayar,,,Lenovo,,"₺9.429,00",64 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Lenovo,,AMD,,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,,,,,,,,,,,,,,,LED,DDR4,Dokunmatik Ekran,Dokunmatik Ekran,,,,,,,500 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3XBQP3,,Dizüstü Bilgisayar,,,Lenovo,,"₺11.929,00",16 GB,,,,,Lenovo,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,Kızılötesi,,,,,LED,,,,,,,,Kızılötesi,12 Saat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3X76VT,15.6 İnç,Dizüstü Bilgisayar,AMD Radeon Vega 8,,Lenovo,,"₺5.679,00",8 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Lenovo,,,Bluetooth,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,,,,,,,,,,"Bluetooth, 801.11ac",,,,,LED,DDR4,,Klavye,,,,,Bluetooth,9 Saat,256 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3X2PVW,,Dizüstü Bilgisayar,,,Lenovo,,"₺8.929,00",32 GB,,,,,Lenovo,,Intel,,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,,,,,,,,,,,,,,,LED,DDR4,Dokunmatik Ekran,Dokunmatik Ekran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3X2J7Z,14 İnç,Dizüstü Bilgisayar,,,Lenovo,,"₺9.129,00",16 GB,,Katı Hal Sürücüsü (SSD),,,Lenovo,,Intel,USB,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,Windows 10 Pro,,,,,,,,,,,,,,LED,DDR4,Kart Okuyucu,Mikrofon,,,,,USB-C,,256 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3WXKC5,14 İnç,Dizüstü Bilgisayar,,,Lenovo,,"₺10.179,00",32 GB,,,,,Lenovo,,Intel,USB,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,Windows 10 Pro,,,,,,,,,,,,,,LED,DDR4,Parmak İzi Okuyucu,Mikrofon,,,,,USB-C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3WWZM8,15.6 İnç,Dizüstü Bilgisayar,AMD Radeon Vega 8,,Lenovo,,"₺7.529,00",,,"Katı Hal Sürücüsü (SSD), Mekanik Sabit Sürücü (HDD)",Solid State,,Lenovo,,,Bluetooth,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,,,,,,,,,,"Bluetooth, 801.11ac",,,,,LED,DDR4,,Klavye,,,,,Bluetooth,6 Saat,500 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3WVT51,,Dizüstü Bilgisayar,,,Lenovo,,"₺27.529,00",64 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Lenovo,1.7 Kilogram,Intel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED,,Dokunmatik Ekran,Dokunmatik Ekran,,,,,,,64 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3WTQV7,15.6 İnç,Dizüstü Bilgisayar,AMD Radeon Vega 8,,Lenovo,,"₺7.029,00",8 GB,,"Katı Hal Sürücüsü (SSD), Mekanik Sabit Sürücü (HDD)",Solid State,,Lenovo,,,Bluetooth,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,,,,,,,,,,"Bluetooth, 801.11ac",,,,,LED,DDR4,,Klavye,,,,,Bluetooth,6 Saat,1 TB,,,,,,,,,,,,,,,,,,,Notebook,,,,,,,,,,,,,,,,,,,,,,,,
B08P3WTB8F,15.6 İnç,Dizüstü Bilgisayar,AMD Radeon Vega 8,,Lenovo,,"₺6.429,00",8 GB,,"Katı Hal Sürücüsü (SSD), Mekanik Sabit Sürücü (HDD)",Solid State,,Lenovo,,,Bluetooth,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,4,,,,,,,,,,,"Bluetooth, 801.11ac",,,,,LED,DDR4,,Klavye,,,,,Bluetooth,6 Saat,500 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3WRWWQ,15.6 İnç,Dizüstü Bilgisayar,AMD Radeon Vega 8,,Lenovo,,"₺7.479,00",,,"Katı Hal Sürücüsü (SSD), Mekanik Sabit Sürücü (HDD)",Solid State,,Lenovo,,,Bluetooth,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,,,,,,,,,,"Bluetooth, 801.11ac",,,,,LED,DDR4,,Klavye,,,,,Bluetooth,6 Saat,1 TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3WQWQY,,Dizüstü Bilgisayar,,,Lenovo,,"₺12.779,00",,,,,,Lenovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kızılötesi,,,,,LED,,,,,,,,Kızılötesi,12 Saat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3WPJD8,,Dizüstü Bilgisayar,,,Lenovo,,"₺10.779,00",8 GB,,,,,Lenovo,,,Wifi,,,,,Intel HD Grafik,,,,,,,,,,,,,,,Windows 10,,,,,,,,,,,,,,,,,Mikrofon,,,,,Kızılötesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3WMYR9,,Dizüstü Bilgisayar,,,Lenovo,,"₺10.229,00",64 GB,,,,,Lenovo,,AMD,,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,,,,,,,,,,,,,,,LED,DDR4,Dokunmatik Ekran,Dokunmatik Ekran,,,,,,10 Saat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3WMVG5,15.6 İnç,Dizüstü Bilgisayar,AMD Radeon Vega 8,,Lenovo,,"₺6.629,00",,,"Katı Hal Sürücüsü (SSD), Mekanik Sabit Sürücü (HDD)",Solid State,,Lenovo,,,Bluetooth,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,4,,,,,1 TB,,,,,,"Bluetooth, 801.11ac",,,,,LED,DDR4,,Klavye,,,,,Bluetooth,6 Saat,256 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3WMG2T,14 İnç,Dizüstü Bilgisayar,,,Lenovo,,"₺8.229,00",32 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Lenovo,,AMD,,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,8,,,,,,,,,,,,,,,,LED,DDR4,Dokunmatik Ekran,Dokunmatik Ekran,,,,,,,500 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3WLG6Y,15.6 İnç,Dizüstü Bilgisayar,AMD Radeon Vega 8,,Lenovo,,"₺7.029,00",,,Katı Hal Sürücüsü (SSD),Solid State,,Lenovo,,,Bluetooth,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,,,,,,,,,,"Bluetooth, 801.11ac",,,,,LED,DDR4,Kart Okuyucu,Klavye,,,,,Bluetooth,6 Saat,500 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3WL3MQ,15.6 İnç,Dizüstü Bilgisayar,AMD Radeon Vega 8,,Lenovo,,"₺6.379,00",,,Katı Hal Sürücüsü (SSD),Solid State,,Lenovo,,,Bluetooth,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,,,,,,,,,,"Bluetooth, 801.11ac",,,,,LED,DDR4,,Klavye,,,,,Bluetooth,6 Saat,500 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3WKRJV,14 İnç,Dizüstü Bilgisayar,,,Lenovo,,"₺8.129,00",16 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Lenovo,,AMD,,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,,,,,,,,,,,,,,,LED,DDR4,Dokunmatik Ekran,Dokunmatik Ekran,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3WKLPH,14 İnç,Dizüstü Bilgisayar,,,Lenovo,,"₺7.629,00",16 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Lenovo,,AMD,Wifi,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,,,,,,,,,,,,,,,LED,DDR4,Dokunmatik Ekran,Dokunmatik Ekran,,,,,,,500 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3WKFB7,,Dizüstü Bilgisayar,,,Lenovo,,"₺10.779,00",8 GB,,,,,Lenovo,,AMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kızılötesi,,,,,,,,,,,,,Kızılötesi,7 Saat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3WHX21,,,,,Lenovo,,"₺30.929,00",64 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Lenovo,,,Wifi,,,,,,,,,,,,,,,,3840 x 2160 Pixels,,8,,,,,,,,,,,,,,,,LED,,,Mikrofon,,,,,,17 Saat,64 GB,,,,,,,,,,,,,,,,,,,Notebook,,,,,,,,,,,,,,,,,,,,,,,,
B08P3WG6DN,,Dizüstü Bilgisayar,,,Lenovo,,"₺9.529,00",32 GB,,,,,Lenovo,,AMD,Wifi,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,,,,,,,,,,,,,,,LED,DDR4,Dokunmatik Ekran,Dokunmatik Ekran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3WFF3H,,,,,Lenovo,,"₺31.979,00",32 GB,,Katı Hal Sürücüsü (SSD),Thunderbolt 3,,Lenovo,,Intel,"Bluetooth, USB, Ethernet, HDMI, Mini DisplayPort",,,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,Windows 10 Pro,,,,,,,,,"Bluetooth, Kızılötesi",,,,,LED,"DDR4, SO-DIMM",Kart Okuyucu,"Dokunmatik Ekran, Mikrofon, Klavye, Düğmeler",,,,,"MicroSD, Bluetooth, Güvenli Dijital Kart, USB, DisplayPort, Ethernet, HDMI, Kızılötesi, Thunderbolt, USB-C",,128,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3WDZ93,14 İnç,Dizüstü Bilgisayar,,,Lenovo,,"₺10.179,00",32 GB,,,,,Lenovo,,Intel,USB,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,,,,,,,,,,,,,,,LED,DDR4,Kart Okuyucu,Mikrofon,,,,,USB-C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3WBW4S,14 İnç,Dizüstü Bilgisayar,,,Lenovo,,"₺7.829,00",8 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Lenovo,,Intel,,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,,,,,,,,,,,,,,,LED,DDR4,Dokunmatik Ekran,Dokunmatik Ekran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3W9VD4,14 İnç,Dizüstü Bilgisayar,,,Lenovo,,"₺8.729,00",8 GB,,,,,Lenovo,,Intel,USB,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,Windows 10 Pro,,,,,,,,,,,,,,LED,DDR4,Parmak İzi Okuyucu,Mikrofon,,,,,USB-C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3W7TQG,15.6 İnç,Dizüstü Bilgisayar,AMD Radeon Vega 8,,Lenovo,,"₺6.079,00",12 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Lenovo,,,Bluetooth,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,4,,,,,,,,,,,"Bluetooth, 801.11ac",,,,,LED,DDR4,,Klavye,,,,,Bluetooth,6 Saat,500 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3W7BZ8,,Dizüstü Bilgisayar,,,Lenovo,,"₺12.179,00",24 GB,,,,,Lenovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kızılötesi,,,,,LED,,,,,,,,Kızılötesi,12 Saat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3W3LB2,14 İnç,Dizüstü Bilgisayar,,,Lenovo,,"₺9.529,00",16 GB,,,,,Lenovo,,Intel,USB,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,Windows 10 Pro,,,,,,,,,,,,,,LED,DDR4,,Mikrofon,,,,,USB-C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3W2Y6X,15.6 İnç,Dizüstü Bilgisayar,AMD Radeon Vega 8,,Lenovo,,"₺5.829,00",12 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Lenovo,,,Bluetooth,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,,,,,,,,,,"Bluetooth, 801.11ac",,,,,LED,DDR4,Kart Okuyucu,Klavye,,,,,Bluetooth,6 Saat,256 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3W2F2K,15.6 İnç,Dizüstü Bilgisayar,AMD Radeon Vega 8,,Lenovo,,"₺5.829,00",12 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Lenovo,,,Bluetooth,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,,,,,,,,,,"Bluetooth, 801.11ac",,,,,LED,DDR4,,Klavye,,,,,Bluetooth,9 Saat,256 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3W1BTM,,,,,Lenovo,,"₺30.006,00",64 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Lenovo,,,Wifi,,,,,,,,,,,,,,,,3840 x 2160 Pixels,,8,,,,,,,,,,,,,,,,LED,,,Mikrofon,,,,,,17 Saat,64 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3VY16X,,Dizüstü Bilgisayar,,,Lenovo,,"₺8.329,00",8 GB,,,,,Lenovo,,AMD,,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,,,,,,,,,,,,,,,LED,DDR4,Dokunmatik Ekran,Dokunmatik Ekran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3VWQF5,,"Dizüstü Bilgisayar, 2'si 1 Arada",,,Lenovo,,"₺12.829,00",8 GB,,,,,Lenovo,,,,,,,,Intel UHD Grafik,,,,,,,,,,,,,,,Windows 10,,,,,,,,,,,,,,,,,,,,,,Kızılötesi,,,,,,,,,,,,,,,,,,,,,2si 1 Arada,,,,,,,,,,,,,,,,,,,,,,,,
B08P3VWF1N,14 İnç,Dizüstü Bilgisayar,,,Lenovo,,"₺9.729,00",8 GB,,,,,Lenovo,,Intel,USB,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,Windows 10 Pro,,,,,,,,,,,,,,LED,DDR4,,Mikrofon,,,,,USB-C,6 Saat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3VVWX3,15.6 İnç,Dizüstü Bilgisayar,AMD Radeon Vega 8,,Lenovo,,"₺6.879,00",,,"Katı Hal Sürücüsü (SSD), Mekanik Sabit Sürücü (HDD)",Solid State,,Lenovo,,,Bluetooth,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,,,,,,,,,,"Bluetooth, 801.11ac",,,,,LED,DDR4,,Klavye,,,,,Bluetooth,6 Saat,500 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3VTW68,14 İnç,Dizüstü Bilgisayar,,,Lenovo,,"₺9.729,00",32 GB,,Katı Hal Sürücüsü (SSD),,,Lenovo,,Intel,USB,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,4,,Windows 10 Pro,,,,,,,,,,,,,,LED,DDR4,,Mikrofon,,,,,USB-C,,256 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3VT9GQ,15.6 İnç,Dizüstü Bilgisayar,AMD Radeon Vega 8,,Lenovo,,"₺6.679,00",12 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Lenovo,,,Bluetooth,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,,,,,,,,,,"Bluetooth, 801.11ac",,,,,LED,DDR4,Kart Okuyucu,Klavye,,,,,Bluetooth,6 Saat,1 TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3VSG53,14 İnç,Dizüstü Bilgisayar,,,Lenovo,,"₺10.029,00",16 GB,,,,,Lenovo,,Intel,USB,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,4,,Windows 10 Pro,,,,,,,,,,,,,,LED,DDR4,,Mikrofon,,,,,USB-C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3VRNBD,,Dizüstü Bilgisayar,,,Lenovo,,"₺24.479,00",16 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Lenovo,1.7 Kilogram,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,LED,,Dokunmatik Ekran,Dokunmatik Ekran,,,,,,,500 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3VRMQP,,Dizüstü Bilgisayar,,,Lenovo,,"₺25.129,00",32 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Lenovo,1.7 Kilogram,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,LED,,Dokunmatik Ekran,Dokunmatik Ekran,,,,,,,,,,512 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3VRLYS,,,,,Lenovo,,"₺27.629,00",32 GB,,Katı Hal Sürücüsü (SSD),Thunderbolt 3,,Lenovo,,Intel,"Bluetooth, USB, Ethernet, HDMI, Mini DisplayPort",,,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,Windows 10 Pro,,,,,,,,,"Bluetooth, Kızılötesi",,,,,LED,"DDR4, SO-DIMM",Kart Okuyucu,"Dokunmatik Ekran, Mikrofon, Klavye, Düğmeler",,,,,"MicroSD, Bluetooth, Güvenli Dijital Kart, USB, DisplayPort, Ethernet, HDMI, Kızılötesi, Thunderbolt, USB-C",,32 GB,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3VR6ZQ,,Dizüstü Bilgisayar,,,Lenovo,,"₺26.179,00",32 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Lenovo,1.7 Kilogram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED,,Dokunmatik Ekran,Dokunmatik Ekran,,,,,,,,,,512 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3VR14S,,Dizüstü Bilgisayar,,,Lenovo,,"₺28.279,00",64 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Lenovo,1.7 Kilogram,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,LED,,Dokunmatik Ekran,Dokunmatik Ekran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3VQDWP,,,,,Lenovo,,"₺54.229,00",32 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Lenovo,,,Wifi,,,,,,,,,,,,,,,,3840 x 2160 Pixels,,8,,,,,,,,,,,,,,,,,,,Mikrofon,,,,,,17 Saat,32 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3VMP8Y,,Dizüstü Bilgisayar,,,Lenovo,,"₺9.629,00",8 GB,,,,,Lenovo,,,USB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED,,,,,,,,USB-C,12 Saat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3VKMPC,14 İnç,Dizüstü Bilgisayar,,,Lenovo,,"₺7.829,00",32 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Lenovo,,Intel,,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,,,,,,,,,,,,,,,LED,DDR4,Dokunmatik Ekran,Dokunmatik Ekran,,,,,,,256 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3VKFV5,,Dizüstü Bilgisayar,,,Lenovo,,"₺8.079,00",8 GB,,Katı Hal Sürücüsü (SSD),,,Lenovo,,AMD,,,,,,AMD Radeon Vega 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED,,Dokunmatik Ekran,Dokunmatik Ekran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
